Bug ID,Summary,Description,Status,Severity,Priority,Resolution,Assigned_To,Module,Reported_Date,Status_encoded,Severity_encoded,Priority_encoded,Resolution_encoded
BUG-0457,Typo in the settings menu - Case 927,There is a spelling mistake in the user profile settings page.,Resolved,Trivial,P3,Won't Fix,David Lee,Reporting,2024-03-27,4,3,2,4
BUG-0458,Memory leak during file upload - Case 383,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Assigned,Major,P2,,Henry Wilson,Notifications,2024-12-13,0,1,1,5
BUG-0459,Feature Y is not responsive - Case 598,Feature Y does not resize properly when the window is scaled down.,New,Trivial,P3,,Carol White,Reporting,2024-03-30,3,3,2,5
BUG-0460,UI misalignment in header - Case 844,The header elements are overlapping on mobile screens.,New,Trivial,P1,,Grace Kim,Reporting,2024-09-16,3,3,0,5
BUG-0461,Button click has no effect - Case 366,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Minor,P3,Not a Bug,Grace Kim,Reporting,2024-08-29,1,2,2,3
BUG-0462,Performance degradation on load - Case 850,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Trivial,P2,,Frank Brown,Authentication,2024-08-25,0,3,1,5
BUG-0463,Performance degradation on load - Case 800,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Minor,P4,Duplicate,Carol White,Notifications,2024-08-16,4,2,3,1
BUG-0464,App crashes on login - Case 324,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Major,P3,,David Lee,Authentication,2024-02-02,0,1,2,5
BUG-0465,Button click has no effect - Case 910,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Critical,P5,Won't Fix,Alice Johnson,Database,2024-08-28,4,0,4,4
BUG-0466,Button click has no effect - Case 748,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Minor,P2,,Grace Kim,Database,2024-10-23,2,2,1,5
BUG-0467,UI misalignment in header - Case 629,The header elements are overlapping on mobile screens.,Resolved,Critical,P3,Won't Fix,Frank Brown,Notifications,2024-04-24,4,0,2,4
BUG-0468,Performance degradation on load - Case 106,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Minor,P4,,Bob Smith,API,2024-08-13,0,2,3,5
BUG-0469,Database connection timeout - Case 261,The connection to the database times out after 30 seconds of inactivity.,Closed,Minor,P2,Won't Fix,Frank Brown,Payment,2024-03-01,1,2,1,4
BUG-0470,API returning 500 error - Case 590,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Resolved,Critical,P5,Duplicate,David Lee,Authentication,2024-11-27,4,0,4,1
BUG-0471,Performance degradation on load - Case 264,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Resolved,Minor,P5,Duplicate,Carol White,API,2024-10-20,4,2,4,1
BUG-0472,Button click has no effect - Case 515,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Trivial,P3,Not a Bug,Bob Smith,Reporting,2024-11-22,1,3,2,3
BUG-0473,API returning 500 error - Case 988,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Critical,P1,,Carol White,Dashboard,2024-04-22,0,0,0,5
BUG-0474,Button click has no effect - Case 370,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Trivial,P4,Duplicate,Grace Kim,UI/UX,2024-11-01,1,3,3,1
BUG-0475,App crashes on login - Case 307,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Critical,P4,Not a Bug,Bob Smith,Dashboard,2024-12-16,1,0,3,3
BUG-0476,Performance degradation on load - Case 714,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P5,Fixed,Henry Wilson,Dashboard,2024-09-14,1,3,4,2
BUG-0477,Button click has no effect - Case 947,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Critical,P3,Fixed,Alice Johnson,UI/UX,2024-09-24,4,0,2,2
BUG-0478,API returning 500 error - Case 908,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Trivial,P2,,Carol White,API,2024-10-28,2,3,1,5
BUG-0479,Null pointer exception in module X - Case 979,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Critical,P3,,David Lee,Authentication,2024-11-02,2,0,2,5
BUG-0480,App crashes on login - Case 691,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Trivial,P2,,David Lee,Database,2024-09-23,3,3,1,5
BUG-0481,UI misalignment in header - Case 258,The header elements are overlapping on mobile screens.,Closed,Major,P1,Cannot Reproduce,Grace Kim,Database,2024-05-09,1,1,0,0
BUG-0482,Memory leak during file upload - Case 873,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Major,P1,Duplicate,Henry Wilson,API,2024-04-01,1,1,0,1
BUG-0483,Performance degradation on load - Case 452,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Trivial,P4,,Henry Wilson,Dashboard,2024-12-03,0,3,3,5
BUG-0484,Button click has no effect - Case 510,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Trivial,P4,Won't Fix,Grace Kim,Authentication,2024-11-10,1,3,3,4
BUG-0485,Database connection timeout - Case 582,The connection to the database times out after 30 seconds of inactivity.,Resolved,Trivial,P3,Not a Bug,David Lee,Database,2024-02-15,4,3,2,3
BUG-0486,UI misalignment in header - Case 323,The header elements are overlapping on mobile screens.,Closed,Critical,P1,Duplicate,Eva Martinez,Authentication,2024-07-15,1,0,0,1
BUG-0487,Database connection timeout - Case 755,The connection to the database times out after 30 seconds of inactivity.,Resolved,Minor,P1,Cannot Reproduce,Eva Martinez,Reporting,2024-01-06,4,2,0,0
BUG-0488,Feature Y is not responsive - Case 240,Feature Y does not resize properly when the window is scaled down.,Closed,Minor,P1,Duplicate,Carol White,Authentication,2024-09-18,1,2,0,1
BUG-0489,App crashes on login - Case 261,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Major,P2,,Grace Kim,Reporting,2024-07-23,2,1,1,5
BUG-0490,UI misalignment in header - Case 192,The header elements are overlapping on mobile screens.,In Progress,Major,P3,,Eva Martinez,Reporting,2024-10-13,2,1,2,5
BUG-0491,Null pointer exception in module X - Case 565,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Major,P4,Cannot Reproduce,Grace Kim,Payment,2024-01-03,1,1,3,0
BUG-0492,Button click has no effect - Case 401,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Major,P1,,Eva Martinez,Notifications,2024-09-19,3,1,0,5
BUG-0493,Performance degradation on load - Case 595,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Critical,P1,Duplicate,Alice Johnson,Notifications,2024-12-14,1,0,0,1
BUG-0494,UI misalignment in header - Case 491,The header elements are overlapping on mobile screens.,Closed,Major,P1,Duplicate,Alice Johnson,API,2024-07-30,1,1,0,1
BUG-0495,UI misalignment in header - Case 508,The header elements are overlapping on mobile screens.,New,Minor,P2,,Frank Brown,Database,2024-10-10,3,2,1,5
BUG-0496,Performance degradation on load - Case 375,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Minor,P4,Duplicate,Eva Martinez,Reporting,2024-04-12,1,2,3,1
BUG-0497,Null pointer exception in module X - Case 956,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Trivial,P5,,Bob Smith,Notifications,2024-03-20,2,3,4,5
BUG-0498,Button click has no effect - Case 143,Clicking the 'Save' button in the dialog does not trigger any network request.,In Progress,Major,P2,,Eva Martinez,Notifications,2024-11-13,2,1,1,5
BUG-0499,Button click has no effect - Case 386,Clicking the 'Save' button in the dialog does not trigger any network request.,Assigned,Minor,P5,,Grace Kim,Notifications,2024-10-22,0,2,4,5
BUG-0500,App crashes on login - Case 614,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Minor,P2,Won't Fix,Bob Smith,Notifications,2024-12-17,4,2,1,4
BUG-0501,App crashes on login - Case 112,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Major,P1,Duplicate,Eva Martinez,Dashboard,2024-06-15,4,1,0,1
BUG-0502,Null pointer exception in module X - Case 375,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Major,P4,Cannot Reproduce,Henry Wilson,UI/UX,2024-06-24,1,1,3,0
BUG-0503,Typo in the settings menu - Case 473,There is a spelling mistake in the user profile settings page.,In Progress,Minor,P1,,Carol White,Reporting,2024-08-18,2,2,0,5
BUG-0504,Feature Y is not responsive - Case 923,Feature Y does not resize properly when the window is scaled down.,Closed,Minor,P4,Duplicate,Carol White,Notifications,2024-07-14,1,2,3,1
BUG-0505,Database connection timeout - Case 531,The connection to the database times out after 30 seconds of inactivity.,Assigned,Major,P2,,Eva Martinez,API,2024-11-18,0,1,1,5
BUG-0506,Performance degradation on load - Case 148,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Minor,P5,,David Lee,API,2024-12-19,3,2,4,5
BUG-0507,UI misalignment in header - Case 560,The header elements are overlapping on mobile screens.,In Progress,Major,P1,,Eva Martinez,Database,2024-07-03,2,1,0,5
BUG-0508,Null pointer exception in module X - Case 304,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Minor,P1,Duplicate,Carol White,API,2024-06-28,1,2,0,1
BUG-0509,Button click has no effect - Case 599,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Major,P2,,Carol White,Dashboard,2024-07-14,3,1,1,5
BUG-0510,Typo in the settings menu - Case 531,There is a spelling mistake in the user profile settings page.,Closed,Trivial,P5,Not a Bug,Carol White,Database,2024-07-26,1,3,4,3
BUG-0511,Typo in the settings menu - Case 768,There is a spelling mistake in the user profile settings page.,In Progress,Critical,P3,,Henry Wilson,Database,2024-11-05,2,0,2,5
BUG-0512,Button click has no effect - Case 561,Clicking the 'Save' button in the dialog does not trigger any network request.,Assigned,Trivial,P4,,David Lee,API,2024-04-04,0,3,3,5
BUG-0513,UI misalignment in header - Case 315,The header elements are overlapping on mobile screens.,Resolved,Trivial,P2,Duplicate,Alice Johnson,Authentication,2024-02-18,4,3,1,1
BUG-0514,Button click has no effect - Case 883,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Minor,P5,,Grace Kim,API,2024-05-14,3,2,4,5
BUG-0515,Feature Y is not responsive - Case 553,Feature Y does not resize properly when the window is scaled down.,Resolved,Trivial,P3,Duplicate,Frank Brown,Notifications,2024-01-15,4,3,2,1
BUG-0516,Button click has no effect - Case 378,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Minor,P1,Not a Bug,Henry Wilson,UI/UX,2024-03-10,4,2,0,3
BUG-0517,Button click has no effect - Case 417,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Minor,P5,Won't Fix,Henry Wilson,API,2024-10-03,4,2,4,4
BUG-0518,Feature Y is not responsive - Case 259,Feature Y does not resize properly when the window is scaled down.,New,Minor,P3,,Eva Martinez,Notifications,2024-01-01,3,2,2,5
BUG-0519,API returning 500 error - Case 873,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,In Progress,Critical,P3,,David Lee,Authentication,2024-01-05,2,0,2,5
BUG-0520,Null pointer exception in module X - Case 521,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Minor,P4,Not a Bug,Grace Kim,UI/UX,2024-07-21,4,2,3,3
BUG-0521,UI misalignment in header - Case 532,The header elements are overlapping on mobile screens.,Closed,Major,P2,Duplicate,David Lee,Payment,2024-05-25,1,1,1,1
BUG-0522,Feature Y is not responsive - Case 213,Feature Y does not resize properly when the window is scaled down.,Closed,Major,P1,Cannot Reproduce,Henry Wilson,Reporting,2024-08-19,1,1,0,0
BUG-0523,Database connection timeout - Case 150,The connection to the database times out after 30 seconds of inactivity.,New,Trivial,P3,,Eva Martinez,Dashboard,2024-04-05,3,3,2,5
BUG-0524,App crashes on login - Case 338,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Critical,P4,,Frank Brown,UI/UX,2024-01-08,0,0,3,5
BUG-0525,API returning 500 error - Case 480,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Trivial,P4,,Alice Johnson,API,2024-06-18,3,3,3,5
BUG-0526,UI misalignment in header - Case 656,The header elements are overlapping on mobile screens.,Assigned,Major,P2,,Alice Johnson,Payment,2024-04-08,0,1,1,5
BUG-0527,Null pointer exception in module X - Case 494,A NullPointerException is thrown when clicking the submit button in module X.,Assigned,Minor,P2,,Bob Smith,Reporting,2024-01-18,0,2,1,5
BUG-0528,Feature Y is not responsive - Case 430,Feature Y does not resize properly when the window is scaled down.,Resolved,Critical,P3,Duplicate,David Lee,Database,2024-05-09,4,0,2,1
BUG-0529,Null pointer exception in module X - Case 215,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Minor,P3,Duplicate,Bob Smith,UI/UX,2024-01-08,1,2,2,1
BUG-0530,App crashes on login - Case 143,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Resolved,Minor,P3,Not a Bug,Bob Smith,Reporting,2024-12-18,4,2,2,3
BUG-0531,UI misalignment in header - Case 802,The header elements are overlapping on mobile screens.,In Progress,Trivial,P5,,Frank Brown,Dashboard,2024-11-16,2,3,4,5
BUG-0532,UI misalignment in header - Case 228,The header elements are overlapping on mobile screens.,Assigned,Major,P2,,David Lee,Authentication,2024-06-11,0,1,1,5
BUG-0533,Typo in the settings menu - Case 841,There is a spelling mistake in the user profile settings page.,Resolved,Critical,P1,Duplicate,Eva Martinez,Notifications,2024-09-05,4,0,0,1
BUG-0534,Database connection timeout - Case 656,The connection to the database times out after 30 seconds of inactivity.,In Progress,Major,P1,,Carol White,Payment,2024-08-27,2,1,0,5
BUG-0535,API returning 500 error - Case 402,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Critical,P5,Won't Fix,Grace Kim,Dashboard,2024-07-06,1,0,4,4
BUG-0536,Performance degradation on load - Case 977,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Major,P5,Won't Fix,Grace Kim,Reporting,2024-05-02,1,1,4,4
BUG-0537,API returning 500 error - Case 884,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Assigned,Major,P3,,Grace Kim,Database,2024-11-09,0,1,2,5
BUG-0538,Button click has no effect - Case 774,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Minor,P5,,David Lee,Payment,2024-03-07,3,2,4,5
