Bug ID,Summary,Description,Status,Severity,Priority,Resolution
BUG-0614,Performance degradation on load - Case 744,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Major,P1,Duplicate
BUG-0615,Memory leak during file upload - Case 753,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Critical,P3,Cannot Reproduce
BUG-0616,UI misalignment in header - Case 421,The header elements are overlapping on mobile screens.,Resolved,Trivial,P2,Duplicate
BUG-0617,Button click has no effect - Case 377,Clicking the 'Save' button in the dialog does not trigger any network request.,New,Trivial,P5,None
BUG-0618,UI misalignment in header - Case 147,The header elements are overlapping on mobile screens.,Assigned,Trivial,P4,None
BUG-0619,Null pointer exception in module X - Case 729,A NullPointerException is thrown when clicking the submit button in module X.,New,Trivial,P3,None
BUG-0620,API returning 500 error - Case 501,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Critical,P2,None
BUG-0621,API returning 500 error - Case 692,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Critical,P2,None
BUG-0622,Memory leak during file upload - Case 517,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Major,P1,Won't Fix
BUG-0623,Button click has no effect - Case 561,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Major,P5,Not a Bug
BUG-0624,Performance degradation on load - Case 812,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Trivial,P2,None
BUG-0625,Typo in the settings menu - Case 176,There is a spelling mistake in the user profile settings page.,Resolved,Critical,P3,Duplicate
BUG-0626,Performance degradation on load - Case 192,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P4,Fixed
BUG-0627,Memory leak during file upload - Case 501,Uploading a file larger than 10MB causes a steady increase in RAM usage.,New,Major,P2,None
BUG-0628,Button click has no effect - Case 429,Clicking the 'Save' button in the dialog does not trigger any network request.,Resolved,Minor,P4,Duplicate
BUG-0629,App crashes on login - Case 770,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Trivial,P4,None
BUG-0630,Typo in the settings menu - Case 719,There is a spelling mistake in the user profile settings page.,Resolved,Critical,P3,Duplicate
BUG-0631,Button click has no effect - Case 791,Clicking the 'Save' button in the dialog does not trigger any network request.,Closed,Critical,P4,Won't Fix
BUG-0632,Feature Y is not responsive - Case 885,Feature Y does not resize properly when the window is scaled down.,Assigned,Minor,P3,None
BUG-0633,Null pointer exception in module X - Case 814,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Major,P1,Cannot Reproduce
BUG-0634,API returning 500 error - Case 616,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Trivial,P5,Duplicate
BUG-0635,Typo in the settings menu - Case 878,There is a spelling mistake in the user profile settings page.,New,Minor,P5,None
BUG-0636,App crashes on login - Case 897,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Major,P2,None
BUG-0637,Typo in the settings menu - Case 248,There is a spelling mistake in the user profile settings page.,Closed,Major,P2,Duplicate
BUG-0638,App crashes on login - Case 811,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Trivial,P2,None
BUG-0639,Memory leak during file upload - Case 395,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Trivial,P1,Duplicate
BUG-0640,Performance degradation on load - Case 199,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Minor,P1,Duplicate
BUG-0641,Performance degradation on load - Case 878,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",New,Minor,P4,None
BUG-0642,Feature Y is not responsive - Case 695,Feature Y does not resize properly when the window is scaled down.,In Progress,Trivial,P5,None
BUG-0643,Feature Y is not responsive - Case 381,Feature Y does not resize properly when the window is scaled down.,Assigned,Major,P5,None
BUG-0644,Null pointer exception in module X - Case 106,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Critical,P1,None
BUG-0645,Feature Y is not responsive - Case 230,Feature Y does not resize properly when the window is scaled down.,Assigned,Critical,P2,None
BUG-0646,Typo in the settings menu - Case 838,There is a spelling mistake in the user profile settings page.,Resolved,Minor,P5,Duplicate
BUG-0647,App crashes on login - Case 476,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Assigned,Trivial,P3,None
BUG-0648,API returning 500 error - Case 299,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,New,Critical,P5,None
BUG-0649,Null pointer exception in module X - Case 270,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Trivial,P5,Fixed
BUG-0650,App crashes on login - Case 190,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Major,P5,None
BUG-0651,Memory leak during file upload - Case 633,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Critical,P2,Won't Fix
BUG-0652,UI misalignment in header - Case 108,The header elements are overlapping on mobile screens.,Closed,Critical,P3,Duplicate
BUG-0653,Database connection timeout - Case 589,The connection to the database times out after 30 seconds of inactivity.,Closed,Trivial,P4,Duplicate
BUG-0654,Memory leak during file upload - Case 838,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Critical,P1,Duplicate
BUG-0655,Null pointer exception in module X - Case 518,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Trivial,P4,None
BUG-0656,Performance degradation on load - Case 817,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",In Progress,Trivial,P2,None
BUG-0657,Performance degradation on load - Case 118,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Minor,P1,None
BUG-0658,App crashes on login - Case 805,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Minor,P4,None
BUG-0659,Database connection timeout - Case 168,The connection to the database times out after 30 seconds of inactivity.,Closed,Critical,P2,Fixed
BUG-0660,Performance degradation on load - Case 572,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Closed,Trivial,P2,Duplicate
BUG-0661,UI misalignment in header - Case 677,The header elements are overlapping on mobile screens.,Closed,Minor,P3,Duplicate
BUG-0662,Memory leak during file upload - Case 260,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Closed,Major,P3,Duplicate
BUG-0663,App crashes on login - Case 292,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Minor,P2,None
BUG-0664,Feature Y is not responsive - Case 370,Feature Y does not resize properly when the window is scaled down.,Assigned,Trivial,P3,None
BUG-0665,Memory leak during file upload - Case 569,Uploading a file larger than 10MB causes a steady increase in RAM usage.,In Progress,Critical,P5,None
BUG-0666,Feature Y is not responsive - Case 700,Feature Y does not resize properly when the window is scaled down.,Closed,Critical,P3,Cannot Reproduce
BUG-0667,Null pointer exception in module X - Case 231,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Trivial,P3,None
BUG-0668,Memory leak during file upload - Case 127,Uploading a file larger than 10MB causes a steady increase in RAM usage.,Resolved,Critical,P3,Fixed
BUG-0669,API returning 500 error - Case 299,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Minor,P1,Duplicate
BUG-0670,Null pointer exception in module X - Case 318,A NullPointerException is thrown when clicking the submit button in module X.,In Progress,Trivial,P2,None
BUG-0671,Feature Y is not responsive - Case 818,Feature Y does not resize properly when the window is scaled down.,In Progress,Critical,P1,None
BUG-0672,App crashes on login - Case 385,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Trivial,P3,None
BUG-0673,Database connection timeout - Case 924,The connection to the database times out after 30 seconds of inactivity.,Closed,Minor,P2,Won't Fix
BUG-0674,App crashes on login - Case 747,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Minor,P3,Duplicate
BUG-0675,App crashes on login - Case 541,"When attempting to log in with valid credentials, the application throws an exception and crashes.",In Progress,Major,P2,None
BUG-0676,App crashes on login - Case 693,"When attempting to log in with valid credentials, the application throws an exception and crashes.",Closed,Minor,P2,Duplicate
BUG-0677,Null pointer exception in module X - Case 697,A NullPointerException is thrown when clicking the submit button in module X.,Closed,Trivial,P5,Not a Bug
BUG-0678,Feature Y is not responsive - Case 955,Feature Y does not resize properly when the window is scaled down.,In Progress,Trivial,P5,None
BUG-0679,Null pointer exception in module X - Case 935,A NullPointerException is thrown when clicking the submit button in module X.,Resolved,Minor,P5,Duplicate
BUG-0680,Performance degradation on load - Case 583,"Loading the main dashboard takes over 10 seconds, which is a severe degradation.",Assigned,Trivial,P2,None
BUG-0681,Null pointer exception in module X - Case 662,A NullPointerException is thrown when clicking the submit button in module X.,New,Major,P1,None
BUG-0682,App crashes on login - Case 175,"When attempting to log in with valid credentials, the application throws an exception and crashes.",New,Critical,P4,None
BUG-0683,UI misalignment in header - Case 183,The header elements are overlapping on mobile screens.,In Progress,Critical,P4,None
BUG-0684,Database connection timeout - Case 931,The connection to the database times out after 30 seconds of inactivity.,Resolved,Critical,P4,Cannot Reproduce
BUG-0685,API returning 500 error - Case 290,The /api/v1/data endpoint returns a 500 Internal Server Error intermittently.,Closed,Critical,P1,Duplicate
BUG-0686,Feature Y is not responsive - Case 910,Feature Y does not resize properly when the window is scaled down.,In Progress,Critical,P2,None
